siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,etatAdministratifUniteLegale,statutDiffusionUniteLegale,unitePurgeeUniteLegale,dateCreationUniteLegale,categorieJuridiqueUniteLegale,denominationUniteLegale,sigleUniteLegale,sexeUniteLegale,nomUniteLegale,nomUsageUniteLegale,prenom1UniteLegale,prenom2UniteLegale,prenom3UniteLegale,prenom4UniteLegale,prenomUsuelUniteLegale,pseudonymeUniteLegale,activitePrincipaleUniteLegale,nomenclatureActivitePrincipaleUniteLegale,identifiantAssociationUniteLegale,economieSocialeSolidaireUniteLegale,societeMissionUniteLegale,trancheEffectifsUniteLegale,anneeEffectifsUniteLegale,nicSiegeUniteLegale,dateDernierTraitementUniteLegale,categorieEntreprise,anneeCategorieEntreprise,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,codeCommuneEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement,activitePrincipaleNAF25Etablissement
902122837,00013,90212283700013,O,2021-09-01,NN,,,2026-01-08T17:18:13.87,true,A,O,,2021-09-01,1000,,,M,DUTEN,,DOMINIQUE,JEAN,,,DOMINIQUE,,33.15Z,NAFRev2,,,,NN,,00013,2026-01-08T17:18:13.865,PME,2023,PYLA SUR MER,51,,,BOULEVARD,DE L’ATLANTIQUE,33260,LA TESTE-DE-BUCH,,33529,,,33529gqn4_B,367273.9639239037,6400186.6832916755,A,,,,EDITION DU CIEL,33.15Z,NAFRev2,N,33.15Y
902142470,00027,90214247000027,O,2024-09-16,NN,,,2025-12-06T05:03:57.18,true,A,O,,2021-08-03,5710,BORDEAUX YACHT SYSTEM,,,,,,,,,,,33.15Z,NAFRev2,,N,,01,2023,00027,2025-12-06T05:43:38.827,PME,2023,,102,,,,CANET,33720,LANDIRAS,,33225,,,33225B075_C,,,A,,,,,33.15Z,NAFRev2,N,33.15Y
902772680,00010,90277268000010,O,2021-09-02,01,2023,,2025-12-05T18:25:25.703,true,A,O,,2021-09-02,5710,ANTIOCHE MARINE SERVICES,AMS,,,,,,,,,,33.15Z,NAFRev2,,N,,01,2023,00010,2025-12-06T06:24:34.986,PME,2023,,20,,,AVENUE,MARLY,33400,TALENCE,,33522,,,335221810_B,415664.19,6417521.47,A,,,,,33.15Z,NAFRev2,N,33.15Y
903242626,00021,90324262600021,O,2023-04-07,NN,,,2025-12-05T21:25:17.348,true,A,O,,2021-09-24,1000,,,M,DESMARE,,MATHIS,LOAN,,,MATHIS,,33.15Z,NAFRev2,,,,NN,,00021,2025-12-06T09:33:07.217,PME,2023,,30,,,RUE,MARCELIN BERTHELOT,33200,BORDEAUX,,33063,,,330635945_B,414576.748958237,6422691.858306407,A,,,,,33.15Z,NAFRev2,N,33.15Y
903963379,00016,90396337900016,P,2021-07-06,NN,,3315ZZ,2025-12-05T22:18:20.538,true,A,P,,2021-07-06,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],33.15Z,NAFRev2,,,,NN,,00016,2025-12-06T10:51:03.419,PME,2023,[ND],[ND],[ND],[ND],[ND],[ND],[ND],LEGE-CAP-FERRET,,33236,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],33.15Z,NAFRev2,N,33.15Y
904771706,00010,90477170600010,O,2021-10-29,NN,,3315ZZ,2025-12-05T15:48:15.404,true,A,O,,2021-10-29,5499,BAPSALLE NAUTIQUE,,,,,,,,,,,33.15Z,NAFRev2,,N,,NN,,00010,2025-12-06T08:25:59.544,PME,2023,,68,,,AVENUE,RENE CASSIN,33210,LANGON,,33227,,,332271328_B,441079.4728634346,6387657.873884915,A,,,,,33.15Z,NAFRev2,N,33.15Y
910269752,00010,91026975200010,O,2021-06-18,NN,,3315ZZ,2025-12-05T22:26:30.693,true,A,O,,2021-06-18,1000,,,M,HUET,,FRANCIS,PHILIPPE,MICHEL,,FRANCIS,,33.15Z,NAFRev2,,,,NN,,00010,2025-12-06T07:24:14.22,PME,2023,,23,,,RUE,GAMBETTA,33470,GUJAN-MESTRAS,,33199,,,331990320_B,377979.701994025,6401764.411296337,A,,,,,33.15Z,NAFRev2,N,33.15Y
910415645,00019,91041564500019,O,2022-02-15,02,2023,3012ZZ,2025-12-06T04:28:31.432,true,A,O,,2022-02-15,5710,ECO-CONSTRUCTIONS DE NOUVELLE AQUITAINE,,,,,,,,,,,30.12Z,NAFRev2,,N,,02,2023,00019,2025-12-06T07:37:24.931,PME,2023,,1010,,,AVENUE,DE L’EUROPE,33260,LA TESTE-DE-BUCH,,33529,,,335291074_B,373714.50562151015,6399358.468355973,A,,,,,30.12Z,NAFRev2,N,30.12Y
910415645,00027,91041564500027,O,2022-04-11,NN,,,2025-12-05T17:26:54.753,false,A,O,,2022-02-15,5710,ECO-CONSTRUCTIONS DE NOUVELLE AQUITAINE,,,,,,,,,,,30.12Z,NAFRev2,,N,,02,2023,00019,2025-12-06T07:37:24.931,PME,2023,HALL 3 OUEST,,,,PORT,DE MEYRAN,33470,GUJAN-MESTRAS,,33199,,,33199B225_B,375139.947957807,6402137.852301102,A,IBAIA BOATS,,,,30.12Z,NAFRev2,N,30.12Y
911316990,00017,91131699000017,O,2022-04-04,NN,,,2025-12-05T19:03:45.91,true,A,O,,2022-04-04,1000,,,M,DUBROCA,OLIVIER DUBROCA,OLIVIER,,,,OLIVIER,,30.12Z,NAFRev2,,,,NN,,00017,2025-12-06T09:18:31.963,PME,2023,,5,,,RUE,DE SANDILLAN,33320,LE TAILLAN-MEDOC,,33519,,,335190585_B,410295.7821241242,6429591.179785142,A,VOGUER MALIN,,,VOGUER MALIN,30.12Z,NAFRev2,N,30.12Y
912156007,00029,91215600700029,O,2024-09-15,NN,,,2025-12-05T23:36:20.607,true,A,O,,2022-03-31,5710,F2V MARITIME,,,,,,,,,,,33.15Z,NAFRev2,,N,,NN,,00029,2025-12-06T05:15:12.813,PME,2023,BAT C3,17,,,AVENUE,DES MONDAULTS,33270,FLOIRAC,,33167,,,331671167_B,423251.47,6421921.66,A,,,,,33.15Z,NAFRev2,N,33.15Y
912711744,00017,91271174400017,O,2022-03-01,NN,,3315ZZ,2025-12-05T15:39:24.785,true,A,O,,2022-03-01,1000,,,M,CHACON,,MICHAEL,,,,MICHAEL,,33.15Z,NAFRev2,,,,NN,,00017,2025-12-06T09:17:09.226,PME,2023,RESIDENCE LA MOLINIE B102,3,,,RUE,DES BACCHARIS,33138,LANTON,,33229,,,332290047_B,380467.8433913596,6409123.017498319,A,,,,MICKA NAUTIC,33.15Z,NAFRev2,N,33.15Y
913728267,00026,91372826700026,O,2022-05-20,NN,,,2025-12-05T16:11:47.81,true,A,O,,2022-05-19,5710,L'BORD'EAUX HOUSE BOAT,,,,,,,,,,,30.12Z,NAFRev2,,N,,01,2023,00026,2025-12-06T08:43:02.686,PME,2023,,38,,,AVENUE,CHARLEMAGNE,33126,LA RIVIERE,,33356,,,333560230_B,439005.0311561668,6431537.074140152,A,,,,,30.12Z,NAFRev2,N,30.12Y
914151220,00011,91415122000011,O,2022-06-02,NN,,3315ZZ,2025-12-05T23:23:20.87,true,A,O,,2022-06-02,1000,,,M,MARIE,,ADRIEN,PIERRE,SIMON,,ADRIEN,,33.15Z,NAFRev2,,,,NN,,00011,2025-12-06T10:51:32.335,PME,2023,AUBIE ET ESPESSAS,43,,,RUE,FONT D'AUBERT,33240,VAL DE VIRVEE,,33018,,,,,,A,,,,,33.15Z,NAFRev2,N,33.15Y
914247283,00015,91424728300015,O,2022-06-03,NN,,3315ZZ,2025-12-05T19:34:30.057,true,A,O,,2022-06-03,1000,,,M,LACAZE,,MAXIME,,,,MAXIME,,33.15Z,NAFRev2,,,,NN,,00015,2025-12-06T11:01:26.994,PME,2023,,4,,,ALLEE,DES PHALENES,33510,ANDERNOS-LES-BAINS,,33005,,,330050646_B,376180.7622030253,6413133.748370937,A,,,,,33.15Z,NAFRev2,N,33.15Y
915272876,00011,91527287600011,O,2022-05-18,NN,,3315ZZ,2025-12-05T15:36:50.811,true,A,O,,2022-05-18,1000,,,M,PIED,,ADRIEN,,,,ADRIEN,,33.15Z,NAFRev2,,,,NN,,00011,2025-12-06T09:21:28.479,PME,2023,,30,,,RUE,DE LA MANDRAUDE,33390,PLASSAC,,33325,,,333250250_B,413409.37470620923,6450935.732042014,A,,,,BATEAU PLASSAQUAI,33.15Z,NAFRev2,N,33.15Y
918743048,00012,91874304800012,O,2022-08-30,NN,,3315ZZ,2025-12-06T04:35:08.115,true,A,O,,2022-08-30,1000,,,M,PASDELOUP,,ROMAIN,,,,ROMAIN,,33.15Z,NAFRev2,,,,NN,,00012,2025-12-06T09:24:40.443,PME,2023,,118,,,AVENUE,CHARLES DE GAULLE,33260,LA TESTE-DE-BUCH,,33529,,,335290650_B,372894.28219689714,6401673.071812826,A,,,,BOATING BASSIN,33.15Z,NAFRev2,N,33.15Y
919660597,00015,91966059700015,O,2022-08-08,NN,,3315ZZ,2025-12-06T04:21:46.027,true,A,O,,2022-08-08,1000,,,M,HOUDAILLE,,YANN,PIERRICK,ROLAND,,YANN,MOTORS BOAT,33.15Z,NAFRev2,,,,NN,,00015,2025-12-06T09:30:24.649,PME,2023,,18,B,,ALLEE,MARCEL LEGOUEY,33260,LA TESTE-DE-BUCH,,33529,,,33529o2w7_B,370472.55105415586,6390585.673683415,A,,,,MOTORS BOAT,33.15Z,NAFRev2,N,33.15Y
920717279,00011,92071727900011,O,2022-10-24,NN,,3315ZZ,2025-12-05T22:20:39.705,true,A,O,,2022-10-24,1000,,,M,FRADET,,ANTOINE,ANDRE,,,ANTOINE,,33.15Z,NAFRev2,,,,NN,,00011,2025-12-06T09:02:22.275,PME,2023,CAZAUX,2,,,AV,DU GEN LECLERC,33115,LA TESTE DE BUCH,,33529,,,335291320_C,,,A,,,,LB MECABOAT,33.15Z,NAFRev2,N,33.15Y
921189965,00020,92118996500020,O,2024-01-30,NN,,,2025-12-06T02:59:23.035,true,A,O,,2022-11-07,5710,YACHT NAUTIC,,,,,,,,,,,33.15Z,NAFRev2,,N,,NN,,00020,2025-12-06T10:59:28.54,PME,2023,,82,,,RUE,EDOUARD HERRIOT,33310,LORMONT,,33249,,,332490252_B,422228.2254231982,6425124.34542009,A,,,,,33.15Z,NAFRev2,O,33.15Y
921993341,00020,92199334100020,O,2022-11-07,NN,,,2025-12-05T22:17:27.861,false,A,O,,2022-11-07,3220,PERFORMANCE PAYTING,,,,,,,,,,,33.15Z,NAFRev2,,N,,NN,,00012,2025-12-06T10:00:52.954,PME,2023,ALL SUITES APPART HOTEL,13,,,RUE,DU PROF. GEORGES JEANNENEY,33300,BORDEAUX,,33063,,,330637618_B,419196.9539810635,6427239.371587854,A,,,,,33.15Z,NAFRev2,O,33.15Y
922437389,00013,92243738900013,O,2022-12-19,NN,,,2025-12-06T03:24:32.659,true,A,O,,2022-12-19,5499,AUTOUR DU BATEAU,,,,,,,,,,,33.15Z,NAFRev2,,N,,NN,,00013,2025-12-06T09:11:14.028,PME,2023,,151,,,RUE,EUGENE FREYSSINET,33260,LA TESTE-DE-BUCH,,33529,,,335291073_B,372614.9318186243,6398214.501845619,A,,,,,33.15Z,NAFRev2,N,33.15Y
922941653,00011,92294165300011,O,2023-01-28,NN,,3315ZZ,2025-12-05T15:15:31.08,true,A,O,,2023-01-28,1000,,,M,SENTUC,,JONATHAN,JEAN,,,JONATHAN,,33.15Z,NAFRev2,,,,NN,,00011,2025-12-06T10:10:21.436,PME,2023,,39,,,ROUTE,DU PETIT CAUDOS,33380,MIOS,,33284,,,332840122_B,386289.34708386846,6396157.832492244,A,,,,JSF.COMPOSITE,33.15Z,NAFRev2,N,33.15Y
929040475,00014,92904047500014,O,2024-06-22,NN,,,2025-12-06T01:45:49.156,true,A,O,,2024-06-22,1000,,,M,GUILHON,,ALAIN,,,,ALAIN,,33.15Z,NAFRev2,,,,NN,,00014,2025-12-06T10:51:53.844,,,,165,,,RUE,YVONNE DE LA SEIGLIERE,33760,BAIGNEAUX,,33025,,,330250040_B,446921.6,6407709.58,A,,,,,33.15Z,NAFRev2,N,33.15Y
930673181,00010,93067318100010,O,2024-07-01,NN,,,2025-12-06T01:09:06.954,true,A,O,,2024-07-01,5710,COUACH CATAMARANS,,,,,,,,,,,30.12Z,NAFRev2,,N,N,NN,,00010,2025-12-06T08:00:54.579,,,,10,,,RUE,DE L'YSER,33470,GUJAN-MESTRAS,,33199,,,331990850_B,377275.91,6401791.01,A,,,,,30.12Z,NAFRev2,O,30.12Y
933406449,00019,93340644900019,O,2024-09-25,NN,,,2025-12-05T15:23:57.526,true,A,O,,2024-09-25,5499,ANSE NAUTIQUE,,,,,,,,,,,33.15Z,NAFRev2,,N,N,NN,,00019,2025-12-06T07:58:15.354,,,,44,,,RUE,NICEPHORE NIEPCE,33510,ANDERNOS-LES-BAINS,,33005,,,330050928_B,377797.31,6415948.2,A,,,,,33.15Z,NAFRev2,N,33.15Y
938046901,00014,93804690100014,O,2024-12-01,NN,,,2025-12-06T00:19:17.149,true,A,O,,2024-12-01,5710,MEYNARD NAUTIC,,,,,,,,,,,33.15Z,NAFRev2,,N,N,NN,,00014,2025-12-06T08:24:28.635,,,,3,,,AVENUE,GUTENBERG,33510,ANDERNOS-LES-BAINS,,33005,,,330050377_B,377951.11,6415618.38,A,,,,,33.15Z,NAFRev2,O,33.15Y
938247863,00013,93824786300013,O,2025-01-01,NN,,,2025-12-05T23:17:26.201,true,A,O,,2025-01-01,1000,,,M,BOIS,,FABIEN,,,,FABIEN,,33.15Z,NAFRev2,,,,NN,,00013,2025-12-06T10:20:50.5,,,,72,,,RUE,HORTENSE,33100,BORDEAUX,,33063,,,330634445_B,418862.79,6422829.06,A,,,,SPARK MARINE,33.15Z,NAFRev2,N,33.15Y
938792140,00015,93879214000015,P,2025-01-01,NN,,,2025-12-06T03:23:18.4,true,A,P,,2025-01-01,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],33.15Z,NAFRev2,,,,NN,,00015,2025-12-06T09:56:38.105,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],LA TESTE-DE-BUCH,,33529,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],33.15Z,NAFRev2,N,33.15Y
939281168,00020,93928116800020,O,2025-01-02,NN,,,2025-12-06T01:58:54.325,false,A,O,,2025-01-02,5710,MNB,,,,,,,,,,,33.15Z,NAFRev2,,N,N,NN,,00012,2025-12-06T06:23:47.675,,,,238,,,AVENUE,DE LA COTE D'ARGENT,33380,BIGANOS,,33051,,,330510092_B,387456.29,6402228.76,A,,,,MECANIQUE NAVAL DU BASSIN,33.15Z,NAFRev2,N,33.15Y
939379533,00028,93937953300028,P,2025-02-03,NN,,,2025-12-06T01:59:36.957,true,A,P,,2025-02-03,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],33.15Z,NAFRev2,,,,NN,,00028,2025-12-06T11:13:22.774,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],CAUDROT,,33111,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],33.15Z,NAFRev2,N,33.15Y
939679692,00011,93967969200011,O,2025-02-03,NN,,,2025-12-05T23:19:46.661,true,A,O,,2025-02-03,1000,,,M,CALIOT,,ARTHUR,,,,ARTHUR,,33.15Z,NAFRev2,,,,NN,,00011,2025-12-06T11:31:54.955,,,,17,,,RUE,DES HUTTIERS,33980,AUDENGE,,33019,,,330190243_B,381744.23,6407050.45,A,,,,ARCA COMPOSITE,33.15Z,NAFRev2,N,33.15Y
939823159,00016,93982315900016,O,2025-01-07,NN,,,2025-12-06T00:26:31.305,true,A,O,,2025-01-07,5710,OUTDOOR SPORTS DIGITAL,,,,,,,,,,,30.12Z,NAFRev2,,N,N,NN,,00016,2025-12-06T06:56:33.545,,,,13,,,AVENUE,DE MOULIS,33127,MARTIGNAS-SUR-JALLE,,33273,,,332730136_B,400411.26,6423666.69,A,,,,,30.12Z,NAFRev2,N,30.12Y
940863657,00018,94086365700018,P,2025-02-01,NN,,,2025-12-06T02:00:20.362,true,A,P,,2025-02-01,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],30.11Z,NAFRev2,,,,NN,,00018,2025-12-06T08:07:08.212,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],BORDEAUX,,33063,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],30.11Z,NAFRev2,N,30.11Y
941428419,00019,94142841900019,O,2025-02-19,NN,,,2026-01-06T13:11:06.814,true,A,O,,2025-02-19,5710,NST YACHT & LAB,,,,,,,,,,,30.11Z,NAFRev2,,N,N,NN,,00019,2026-01-06T13:11:06.806,,,PASSE DE LA CASTILLONNAISE,302,,,,LE CHEYZIN,33590,TALAIS,,33521,,,33521z91wuy_B,384052.29,6494854.23,A,,,,,30.11Z,NAFRev2,O,30.11Y
942188715,00018,94218871500018,P,2025-04-01,NN,,,2025-12-05T15:23:58.235,true,A,P,,2025-04-01,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],33.15Z,NAFRev2,,,,NN,,00018,2025-12-06T09:58:51.95,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],LEGE-CAP-FERRET,,33236,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],33.15Z,NAFRev2,N,33.15Y
943006130,00018,94300613000018,O,2025-04-04,NN,,,2025-12-05T18:13:24.152,true,A,O,,2025-04-04,5710,PIKE BOARD,,,,,,,,,,,30.12Z,NAFRev2,,N,N,NN,,00018,2025-12-06T07:51:25.844,,,,25,,,CHEMIN,DE LA MATTE,33270,BOULIAC,,33065,,,330650084_B,422508.93,6417779.94,A,,,,PIKE BOARD,30.12Z,NAFRev2,N,30.12Y
948309950,00012,94830995000012,O,2023-01-01,NN,,,2025-12-05T17:20:28.87,true,A,O,,2023-01-01,1000,,,M,BRIANCEAU,,PAUL,,,,PAUL,,30.12Z,NAFRev2,,,,NN,,00012,2025-12-06T06:59:12.133,PME,2023,,1355,,,ROUTE,DU CONTOU,33550,TABANAC,,33518,,,335180144_B,430720.7933812391,6408885.814326933,A,,,,CHANTIER DU MASCARET,30.12Z,NAFRev2,N,30.12Y
948557699,00014,94855769900014,P,2023-01-23,NN,,,2025-12-06T04:52:12.532,true,A,P,,2023-01-23,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],33.15Z,NAFRev2,,,,NN,,00014,2025-12-06T09:56:37.746,PME,2023,[ND],[ND],[ND],[ND],[ND],[ND],[ND],GUJAN-MESTRAS,,33199,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],33.15Z,NAFRev2,N,33.15Y
949376586,00036,94937658600036,O,2025-04-01,NN,,,2025-12-06T01:01:16.869,true,A,O,,2023-02-20,5710,GADIEL BA,,,,,,,,,,,33.15Z,NAFRev2,,N,,NN,,00036,2025-12-06T09:33:57.547,PME,2023,,,,,,PORT DE MEYRAN,33470,GUJAN-MESTRAS,,33199,,,,,,A,CAPTAIN WILL,,,CAPTAIN WILL,33.15Z,NAFRev2,O,33.15Y
949477863,00011,94947786300011,O,2023-03-01,NN,,,2025-12-05T15:35:44.147,true,A,O,,2023-03-01,5710,SENSEY MARINA,,,,,,,,,,,33.15Z,NAFRev2,,N,,NN,,00011,2025-12-06T08:29:25.224,PME,2023,,2,,,RUE,JACQUES CASSARD,33950,LEGE-CAP-FERRET,,33236,,,332360878_B,370478.2363231146,6418262.019983364,A,,,,,33.15Z,NAFRev2,N,33.15Y
951142090,00012,95114209000012,O,2023-04-01,NN,,,2025-12-05T15:36:52.457,true,A,O,,2023-04-01,5499,FERRET MARINE SERVICES,,,,,,,,,,,33.15Z,NAFRev2,,N,,NN,,00012,2025-12-06T07:28:48.651,PME,2023,,21,,,RUE,JOSEPH CUGNOT,33510,ANDERNOS-LES-BAINS,,33005,,,330050911_B,377546.45406284067,6415569.32438675,A,,,,,33.15Z,NAFRev2,N,33.15Y
951164094,00017,95116409400017,O,2023-04-06,NN,,,2025-12-06T02:40:13.964,true,A,O,,2023-04-06,1000,,,M,DELPECH CHASTANG,,LINO,,,,LINO,,33.15Z,NAFRev2,,,,NN,,00017,2025-12-06T06:08:04.146,PME,2023,LD,110,,,,LAMODENEUVE EST,33930,VENDAYS-MONTALIVET,,33540,,,33540b134_B,379806.06843352824,6475805.246219864,A,,,,ELECTRO SVALDO,33.15Z,NAFRev2,N,33.15Y
951461748,00018,95146174800018,O,2023-04-17,NN,,,2025-12-06T00:30:36.659,true,A,O,,2023-04-17,5499,FERRET NAUTIC SERVICES,,,,,,,,,,,33.15Z,NAFRev2,,N,,NN,,00018,2025-12-06T09:48:54.948,PME,2023,,9,,,AVENUE,DU GRAND CROHOT,33950,LEGE-CAP-FERRET,,33236,,,332360745_B,370646.922740333,6418816.36381052,A,,,,,33.15Z,NAFRev2,N,33.15Y
952320224,00035,95232022400035,O,2024-05-21,NN,,,2025-12-05T21:14:01.349,true,A,O,,2023-05-09,5710,OPEN LUNE,,,,,,,,,,,33.15Z,NAFRev2,,N,,01,2023,00035,2025-12-06T10:34:46.158,PME,2023,PARC D'ACTIVITE DES QUEYRIES,21,,,PORT,BASTIDE,33100,BORDEAUX,,33063,,,330630673_C,,,A,,,,,33.15Z,NAFRev2,N,33.15Y
953627783,00012,95362778300012,P,2023-03-20,NN,,,2025-12-06T00:37:52.456,true,A,P,,2023-03-20,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],33.15Z,NAFRev2,,,,NN,,00012,2025-12-06T08:38:55.659,PME,2023,[ND],[ND],[ND],[ND],[ND],[ND],[ND],PAREMPUYRE,,33312,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],33.15Z,NAFRev2,N,33.15Y
953855855,00011,95385585500011,P,2023-06-30,NN,,,2025-12-05T21:46:23.543,true,A,P,,2023-06-30,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],33.15Z,NAFRev2,,,,NN,,00011,2025-12-06T06:16:03.179,PME,2023,[ND],[ND],[ND],[ND],[ND],[ND],[ND],PESSAC,,33318,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],33.15Z,NAFRev2,N,33.15Y
954053112,00015,95405311200015,O,2023-07-01,03,2023,,2025-12-06T03:26:48.35,true,A,O,,2023-07-01,5710,MECA-BATEAUX ETS COLMAIRE,,,,,,,,,,,33.15Z,NAFRev2,,N,,03,2023,00015,2025-12-06T06:25:27.767,PME,2023,,30,,,PORT,DE LA HUME,33470,GUJAN-MESTRAS,,33199,,,33199b224_B,373629.12944586127,6402166.0223224,A,,,,,33.15Z,NAFRev2,N,33.15Y
954053112,00023,95405311200023,O,2024-03-01,NN,,,2025-12-06T04:00:28.418,false,A,O,,2023-07-01,5710,MECA-BATEAUX ETS COLMAIRE,,,,,,,,,,,33.15Z,NAFRev2,,N,,03,2023,00015,2025-12-06T06:25:27.767,PME,2023,,,,,,PORT DE LA BARBOTIERE,33470,GUJAN MESTRAS,,33199,,,33199B221_C,,,A,,,,,33.15Z,NAFRev2,O,33.15Y
978441418,00016,97844141800016,O,2023-09-01,NN,,,2025-12-06T03:34:05.336,true,A,O,,2023-09-01,5710,LCA CONCEPT,,,,,,,,,,,33.15Z,NAFRev2,,N,,NN,,00016,2025-12-06T09:34:40.842,PME,2023,,7,,,AVENUE,DES PINASSOTES,33950,LEGE-CAP-FERRET,,33236,,,332361304_B,364630.12322519394,6409035.284801441,A,,,,,33.15Z,NAFRev2,O,33.15Y
980257463,00011,98025746300011,O,2023-10-09,01,2023,,2025-12-05T21:06:07.768,true,A,O,,2023-10-09,5499,BOAT POWER SERVICES,,,,,,,,,,,33.15Z,NAFRev2,,N,,01,2023,00011,2025-12-06T09:06:14.803,PME,2023,,3,,,RUE,DES PORTES DU PYLA,33260,LA TESTE-DE-BUCH,,33529,,,335292608_B,369494.17820969474,6401331.153988686,A,,,,,33.15Z,NAFRev2,O,33.15Y
980328140,00010,98032814000010,O,2023-10-05,NN,,,2025-12-05T21:15:55.868,true,A,O,,2023-10-05,5710,2T2K,,,,,,,,,,,33.15Z,NAFRev2,,N,,NN,,00010,2025-12-06T10:27:35.229,PME,2023,PORT MEDOC,,,,,ANSE DE LA CHAMBRETTE,33123,LE VERDON-SUR-MER,,33544,,,33544B060_B,383227.93779520184,6503808.475164181,A,,,,,33.15Z,NAFRev2,N,33.15Y
980929186,00016,98092918600016,O,2023-10-27,NN,,,2025-12-06T02:22:54.798,true,A,O,,2023-10-27,1000,,,M,DROUILLARD,,CHARLIE,,,,CHARLIE,,33.15Z,NAFRev2,,,,NN,,00016,2025-12-06T09:20:37.611,PME,2023,,4,,,PLACE,DE L’EGLISE,33730,UZESTE,,33537,,,3353767i1_B,435580.47560364957,6376990.01077597,A,,,,,33.15Z,NAFRev2,N,33.15Y
981005457,00016,98100545700016,O,2023-11-01,NN,,,2025-12-05T20:55:32.206,true,A,O,,2023-11-01,5499,TI'MONNIER,,,,,,,,,,,33.15Z,NAFRev2,,N,,NN,,00016,2025-12-06T09:53:36.268,PME,2023,,4,,,RUE,JEAN-JACQUES ROUSSEAU,33270,FLOIRAC,,33167,,,331670947_B,421090.7572972185,6421315.846230711,A,,,,,33.15Z,NAFRev2,N,33.15Y
981149016,00025,98114901600025,O,2025-04-08,NN,,,2025-12-06T00:44:52.071,true,A,O,,2023-10-25,5710,BARAKAFRET,,,,,,,,,,,30.12Z,NAFRev2,,N,,NN,,00025,2025-12-06T08:46:10.122,PME,2023,,28,,,RUE,FRANCOIS ARAGO,33700,MERIGNAC,,33281,,,332810974_B,409897.66,6424111.52,A,,,,,30.12Z,NAFRev2,N,30.12Y
981250251,00015,98125025100015,P,2023-11-06,NN,,,2025-12-05T20:06:40.035,true,A,P,,2023-11-06,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],33.15Z,NAFRev2,,,,NN,,00015,2025-12-06T11:24:18.16,PME,2023,[ND],[ND],[ND],[ND],[ND],[ND],[ND],BORDEAUX,,33063,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],33.15Z,NAFRev2,N,33.15Y
983238759,00010,98323875900010,O,2024-01-01,NN,,,2025-12-06T01:21:25.074,true,A,O,,2024-01-01,5499,EURL AGS NAUTIC,,,,,,,,,,,33.15Z,NAFRev2,,N,,NN,,00010,2025-12-06T08:04:11.179,,,,100,,,RUE,FREDERIC SAUVAGE,33260,LA TESTE-DE-BUCH,,33529,,,335291178_B,372700.09595747525,6398443.521494865,A,,,,AGS NAUTIC,33.15Z,NAFRev2,O,33.15Y
984974188,00018,98497418800018,O,2024-04-01,NN,,,2025-12-06T01:30:10.824,true,A,O,,2024-04-01,5710,CHANTIER RENAUDIN,,,,,,,,,,,33.15Z,NAFRev2,,N,N,NN,,00018,2025-12-06T07:22:05.363,,,,42,,,RUE,DU CHATEAU,33470,GUJAN-MESTRAS,,33199,,,331990150_B,376520.74,6401693.33,A,,,,,33.15Z,NAFRev2,N,33.15Y
